symbol,sector,market_cap,avg_volume,avg_turnover,volatility,cagr,fundamental_strength,market_cap_score,volume_score,stability_score,trend_score,bluechip_score,rank
GVL,Unknown,0.0,87231.34166666666,45820645.945,0.3942708501220364,-0.05555749824322265,0.0,0.5,0.27948100482683563,0.5215869327181957,0.07247201500192606,0.37578733714530127,119
MBJC,Unknown,0.0,38117.35,11254057.896666666,0.3005345056147675,-0.1527045279554725,0.0,0.5,0.06822714518243733,0.6991481081900286,0.05946801960073252,0.3753260600041411,120
SHL,Unknown,0.0,36486.84166666667,19118998.90658333,0.33086572620787114,0.008785363750875907,0.0,0.5,0.11611176364889303,0.6416928360614114,0.08108488030464546,0.3748625378060605,121
AVYAN,Unknown,0.0,3981.9,3960399.640833333,0.28278516569916357,-0.1565118829330756,0.0,0.5,0.023314043423522304,0.7327700045401617,0.058958371217594986,0.3746469840632639,122
MEL,Unknown,0.0,26931.883333333335,7768101.83175,0.29286146844958716,-0.17568558397433265,0.0,0.5,0.04683412685251826,0.7136828492837868,0.056391800516433076,0.374065897794737,123
BHL,Unknown,0.0,209773.725,41578674.04666667,0.36582675705972406,-0.46171787886751803,0.0,0.5,0.25538354124859713,0.5754674912776638,0.018103829608818237,0.373564346990899,124
NMBMF,Unknown,0.0,4130.758333333333,2864118.8399999994,0.2847663188630742,-0.1390553082424807,0.0,0.5,0.016638373068930595,0.7290171818071776,0.06129508925899552,0.3728409879173796,125
SMPDA,Unknown,0.0,8464.608333333334,7953827.384166667,0.30144392048893004,-0.09891837076704046,0.0,0.5,0.047702962325745106,0.6974254383451921,0.06666777591647345,0.3722305072347417,126
GCIL,Unknown,0.0,22486.05,10123363.639166666,0.2972821784073983,-0.28380300181006435,0.0,0.5,0.0611175675182129,0.7053088673384155,0.04191932093070376,0.3719345945243872,127
MSHL,Unknown,0.0,2428.4333333333334,2138745.1991666663,0.2824242115742332,-0.20651382204837243,0.0,0.5,0.012195702193895042,0.733453746145949,0.05226516620420395,0.3712556102161071,128
GMFIL,Unknown,0.0,27812.541666666668,13190635.285,0.3183331995418334,-0.11482048166985948,0.0,0.5,0.07987697536235387,0.6654327224219381,0.06453913670164574,0.37024140301828445,129
SPC,Unknown,0.0,21949.458333333332,11405115.796666665,0.30952856492310316,-0.19018028460593772,0.0,0.5,0.06891749050660291,0.6821110053304476,0.05445155570489972,0.3702015605749124,130
PFL,Unknown,0.0,13035.841666666667,5017451.285833333,0.2932371429455868,-0.1900500348415186,0.0,0.5,0.02988155674870523,0.7129712234415895,0.054468990796250734,0.37011291536938856,131
ULHC,Unknown,0.0,18718.191666666666,9268846.714166665,0.31681384561019865,0.018233900494279975,0.0,0.5,0.05585888733705997,0.6683107765158642,0.08234965112391984,0.36971940182116203,132
NRM,Unknown,0.0,58027.96666666667,28046652.674166664,0.3545603530515649,-0.19358693190631326,0.0,0.5,0.1707990345802195,0.5968090098694645,0.053995545614227994,0.36916116850625563,133
CREST,Unknown,0.0,20433.325,26980964.336666666,0.6652813476917758,5.329055599486296,0.0,0.5,0.16377326190536615,0.008222103242072287,0.7932504491700653,0.3684602680256044,134
GLH,Unknown,0.0,50795.76666666667,13493345.4025,0.3307602952014712,0.022185578005308848,0.0,0.5,0.08204753836899158,0.6418925499880207,0.08287861836391297,0.36845836884358607,135
PROFL,Unknown,0.0,15184.691666666668,7269287.552499999,0.3022340108791836,-0.20987439867410507,0.0,0.5,0.043628731001201064,0.6959288003105017,0.0518153230837727,0.36807101089462013,136
PPCL,Unknown,0.0,35239.99166666667,12312534.993333336,0.3400126762696332,0.22001067212946102,0.0,0.5,0.07463376113545878,0.6243661180899986,0.10935926961852122,0.3678901356732956,137
MPFL,Unknown,0.0,24678.975,15050085.235833336,0.3321362176494172,-0.04588708401679498,0.0,0.5,0.09115892368165607,0.6392861926727273,0.07376648609898982,0.367806630124311,138
KMCDB,Unknown,0.0,6743.816666666667,7042310.282499999,0.30235411269565654,-0.21105525104562572,0.0,0.5,0.042126171478636794,0.6957012960289839,0.051657255473736376,0.3676820093977206,139
MSLB,Unknown,0.0,6143.05,9005277.733333332,0.31743566290090913,-0.06182447445995687,0.0,0.5,0.054074675798966694,0.6671328917834518,0.07163312440338494,0.3669247829863333,140
MERO,Unknown,0.0,11777.933333333332,9269355.803333335,0.31854431941610173,-0.0631906244970678,0.0,0.5,0.05576334607371342,0.6650328061115934,0.07145025305000902,0.3667009213526428,141
NIBLSTF,Unknown,0.0,47936.25833333333,416411.83349999995,0.30524583615215917,0.09980242168937048,0.0,0.5,0.00235124121038757,0.6902236147861842,0.09326832437255096,0.3666798168131337,142
SMJC,Unknown,0.0,15978.775,8449070.781666666,0.3019239539882354,-0.32149737108631193,0.0,0.5,0.050826442606606216,0.6965161292308826,0.03687359378730964,0.3666690395865038,143
ENL,Unknown,0.0,1616.85,1530850.6316666666,0.28819941461269644,-0.2595355943785844,0.0,0.5,0.008481292921912176,0.722513999716873,0.04516772961157218,0.3663583044359151,144
SIFC,Unknown,0.0,25844.65,14696690.850833332,0.3449365917866633,0.12705706686637774,0.0,0.5,0.08902285677307872,0.6150389330826928,0.09691660143869242,0.3659476249130274,145
GHL,Unknown,0.0,105046.75833333333,24763856.279166665,0.35219679904508255,-0.21788735302676332,0.0,0.5,0.15147078516457096,0.6012861999059249,0.05074271775697491,0.36576425056079037,146
GMFBS,Unknown,0.0,1170.625,1784740.5191666668,0.2919529157192037,-0.2314367845452252,0.0,0.5,0.010021472684010772,0.7154038860026075,0.048929005637553855,0.36564106716496475,147
SNLI,Unknown,0.0,40448.316666666666,19612158.985000003,0.33320870166328587,-0.3790837494369905,0.0,0.5,0.11917205918053184,0.6372546271878743,0.029165144013171166,0.36398109743570917,148
CYCL,Unknown,0.0,4149.05,6760092.608333333,0.319792190265406,-0.07315922240822903,0.0,0.5,0.04037021660328365,0.6626690120463969,0.07011586741025186,0.3627644698143063,149
GFCL,Unknown,0.0,20247.108333333334,13057554.560250001,0.33606261326167075,-0.08392814517971348,0.0,0.5,0.07895881149648774,0.63184857150301,0.06867435115791776,0.36248877540663355,150
CFCL,Unknown,0.0,23995.066666666666,12793114.5325,0.3330715363048513,-0.1361976590937395,0.0,0.5,0.0774012952828553,0.6375144542848843,0.061677611056095503,0.3621943948390112,151
NHDL,Unknown,0.0,13794.7,9576721.869583333,0.3177873440116279,-0.29401231681702,0.0,0.5,0.05766427245192302,0.6664667156941377,0.040552713163147416,0.36126007604654853,152
GUFL,Unknown,0.0,18148.433333333334,10113051.729999999,0.3300498954553254,-0.1170333838390557,0.0,0.5,0.06099310369351287,0.6432382330807804,0.0642429200317511,0.3608567630152479,153
BFC,Unknown,0.0,25709.05,12391424.94,0.33072720924525195,-0.2542917215154683,0.0,0.5,0.07497884043637325,0.6419552234505798,0.04586966871149514,0.35965850769221863,154
HEIP,Unknown,0.0,2877.625,984523.1591666666,0.3060427565983169,-0.20245759011308495,0.0,0.5,0.0051713624506248826,0.6887140388375901,0.05280812898535012,0.3587744079965925,155
DOLTI,Unknown,0.0,6382.633333333333,3419621.8989999997,0.30425311635683727,-0.3574050782556193,0.0,0.5,0.020054120373644516,0.6921040859598584,0.032067027284142555,0.358450251021522,156
SLBBL,Unknown,0.0,10564.558333333332,9556847.330833334,0.3306883019433594,-0.1790602567377063,0.0,0.5,0.05749730029170163,0.6420289240657978,0.05594007050239734,0.35819470517526925,157
MHCL,Unknown,0.0,11109.95,4402507.439166667,0.30303700180809406,-0.4340003192350038,0.0,0.5,0.02610837040559838,0.6944077252783993,0.021814071898892833,0.3581864197804981,158
EDBL,Unknown,0.0,19629.75,11933262.447499998,0.33807962556268895,-0.1608970658976503,0.0,0.5,0.07210162527982215,0.6280278221768811,0.0583713754105834,0.35810155568230134,159
SMFBS,Unknown,0.0,1730.825,2987949.075,0.3175835136917598,-0.1301829607117987,0.0,0.5,0.017358551016451867,0.6668528236801363,0.06248273201892883,0.35768146252711025,160
RLFL,Unknown,0.0,21038.541666666668,9546377.95,0.33026617894029797,-0.21067722603282046,0.0,0.5,0.0575823953646708,0.6428285355399947,0.05170785748949142,0.3575651844558311,161
NESDO,Unknown,0.0,1504.3583333333333,2340019.303333333,0.30901611367653825,-0.33933574225425667,0.0,0.5,0.013408591205494412,0.6830817221446179,0.03448576888602512,0.3553493025544584,162
CKHL,Unknown,0.0,7904.075,5372745.076666667,0.33167579121927065,-0.0928557081424819,0.0,0.5,0.03197282324222029,0.6401583608651704,0.06747931732049033,0.35493001832883475,163
HATHY,Unknown,0.0,11481.208333333334,11570036.907333335,0.3306162522557829,-0.4006935355599587,0.0,0.5,0.06977329027158787,0.6421654050357537,0.026272481620957862,0.35475050563744753,164
RMF1,Unknown,0.0,97132.35833333334,1008054.9069166668,0.333704562251521,0.10265721793940896,0.0,0.5,0.006654349460676629,0.6363153374238024,0.09365046428374336,0.35413979710483456,165
NWCL,Unknown,0.0,5068.791666666667,4580032.345833333,0.32944546571003547,-0.15163822809905514,0.0,0.5,0.027103866301445165,0.6443831812503296,0.05961075333608415,0.3534387192400882,166
JFL,Unknown,0.0,13403.925,5946679.09,0.32943905425504194,-0.25222442010375823,0.0,0.5,0.03554700285329121,0.6443953262245242,0.046146395422856125,0.3524375112113605,167
RAWA,Unknown,0.0,2564.633333333333,1906571.2383333335,0.3231835209949806,-0.20882516746029267,0.0,0.5,0.010783394467899252,0.6562449438376103,0.051955772029248636,0.3516090692588322,168
BGWT,Unknown,0.0,3169.4083333333333,2569829.8358333334,0.32003598212775697,-0.31187915832515867,0.0,0.5,0.014832103824971181,0.6622072064375154,0.03816107725318823,0.3511504378250107,169
TVCL,Unknown,0.0,27074.283333333333,14841176.098333335,0.3792505464223215,0.17380048509532564,0.0,0.5,0.08992043803835358,0.5500393200486882,0.10317362440157418,0.3511286425001576,170
USHEC,Unknown,0.0,25392.708333333332,12077658.000833333,0.34512173881703795,-0.31099065682166693,0.0,0.5,0.07306309259410292,0.6146882161380407,0.03828001109501111,0.35094067477233293,171
MMKJL,Unknown,0.0,17950.35,10886648.147499999,0.347405833021964,-0.2249121008838615,0.0,0.5,0.06570250383422346,0.6103615437672869,0.04980239267345123,0.35069136524335665,172
DHPL,Unknown,0.0,12815.408333333333,3886137.8325,0.32771992400306255,-0.26229434787963446,0.0,0.5,0.022987242888106944,0.6476518089680664,0.04479844587796815,0.35047008999523166,173
RURU,Unknown,0.0,14909.483333333334,10653664.168333331,0.3505259788234645,-0.18612323270337439,0.0,0.5,0.06424010620777497,0.6044511708050153,0.054994628245970775,0.34995973959200294,174
ALICL,Unknown,0.0,38119.583333333336,17961851.097500004,0.3539299626391597,-0.461485881978685,0.0,0.5,0.10908642400238348,0.5980031343387002,0.018134884459228093,0.3499450452769974,175
CLI,Unknown,0.0,31484.875,15147428.3775,0.3509349826839522,-0.3857913138984206,0.0,0.5,0.09184860356405654,0.6036764104212766,0.0282672767529162,0.34994227866871375,176
PPL,Unknown,0.0,136810.21666666667,49131548.17758334,0.4431594911358906,-0.328354893815773,0.0,0.5,0.30035340369482666,0.4289790482175657,0.035955653276913906,0.34950657344873953,177
EHPL,Unknown,0.0,47318.575,20201813.25916666,0.35549531094261455,-0.5538186680555615,0.0,0.5,0.12286147346287367,0.5950379548638091,0.005775318458295746,0.3494868471001861,178
KPCL,Unknown,0.0,62685.475,35890343.303333335,0.42377105490593253,-0.06861475463839817,0.0,0.5,0.21864358232782397,0.46570582208151845,0.07072418490750108,0.3493000089674446,179
MKCL,Unknown,0.0,6492.725,9675799.266666668,0.35166878844076166,-0.1745815954296771,0.0,0.5,0.05816400019823353,0.6022863902169258,0.05653957921847054,0.3485123134375722,180
NFS,Unknown,0.0,24158.741666666665,16013984.802500002,0.3681173292922165,-0.17476671697024848,0.0,0.5,0.0970229405412326,0.5711285478268344,0.05651479905103379,0.34848968487516185,181
MHNL,Unknown,0.0,24248.483333333334,6421845.7716666665,0.349649269018274,-0.07685039211276246,0.0,0.5,0.03859552468103963,0.6061118886874503,0.06962177146099892,0.34817143140027024,182
GMLI,Unknown,0.0,5819.316666666667,11350523.203333335,0.365764944136018,-0.04403655104174142,0.0,0.5,0.06835569148932051,0.5755845811369953,0.0740141964239337,0.34737012286689967,183
DORDI,Unknown,0.0,134194.93333333332,36683268.93083333,0.41664162707059643,-0.31666240570681115,0.0,0.5,0.22448990601166988,0.479210824794588,0.037520796977630444,0.34720484679650704,184
MCHL,Unknown,0.0,5510.008333333333,2524807.819166667,0.3273272737456506,-0.357373457804785,0.0,0.5,0.014591127849337505,0.6483955913464157,0.0320712599631905,0.3464313753991095,185
MKHL,Unknown,0.0,7868.475,6259606.419166666,0.3670864825822012,0.1658940173137291,0.0,0.5,0.03737446452577849,0.5730812413580761,0.10211527325099236,0.34616825789487315,186
IHL,Unknown,0.0,13166.833333333334,7379388.79,0.34280857172664375,-0.3237747773990236,0.0,0.5,0.0442707118239735,0.6190699601647806,0.0365687426631438,0.34593538093861864,187
MAKAR,Unknown,0.0,6654.35,3769856.6083333334,0.3324590937359959,-0.3517896656006163,0.0,0.5,0.02219137044742625,0.638674580839921,0.032818700295224386,0.3456706593585103,188
DLBS,Unknown,0.0,1193.075,1663041.195,0.336663817411735,-0.19269084417407933,0.0,0.5,0.009280483469986098,0.6307097334552378,0.05411549494035306,0.3453566290458773,189
NADEP,Unknown,0.0,3488.116666666667,2835387.848333334,0.3392949519942245,-0.20862341496005676,0.0,0.5,0.01645422979292295,0.6257256757586505,0.051982778398800215,0.34511882057800725,190
SFCL,Unknown,0.0,17368.6,7118625.1866666665,0.3439904062476171,-0.342001459844801,0.0,0.5,0.042742039854200414,0.6168312561929081,0.03412893883789089,0.34458200978664527,191
SMB,Unknown,0.0,1655.75,3354196.175,0.334958253257785,-0.3488141257440609,0.0,0.5,0.019588408554372952,0.6339405184576816,0.033217002813843086,0.3440462118880636,192
RHPL,Unknown,0.0,56540.23333333333,16428380.917499999,0.3705616614332751,-0.32296627382859333,0.0,0.5,0.10000739566356791,0.5664983428568051,0.03667696806893197,0.3439614584607012,193
KDL,Unknown,0.0,4631.766666666666,4257957.193333333,0.34188757810010073,-0.28773333211513796,0.0,0.5,0.025135795278088038,0.6208145631977948,0.041393211204408094,0.3435094420959479,194
SPHL,Unknown,0.0,12846.3,7241204.0600000005,0.34591526035280923,-0.3539595719704154,0.0,0.5,0.04342443005285736,0.6131850786155097,0.03252823899612478,0.34348680346367383,195
USHL,Unknown,0.0,10585.691666666668,8482115.9075,0.370675671750891,-0.07232264591470094,0.0,0.5,0.05095107851081069,0.5662823774687988,0.07022785062689584,0.340806380194741,196
HHL,Unknown,0.0,37255.55,12909798.474166667,0.3673413133426242,-0.43363177510839357,0.0,0.5,0.07830052532866341,0.5725985251864041,0.021863404813566314,0.33818241732504695,197
MEHL,Unknown,0.0,20544.733333333334,9161911.6325,0.36578001108833713,-0.29906356260433975,0.0,0.5,0.055233473356058244,0.5755560403849675,0.03987655891341721,0.33791101655013694,198
SPL,Unknown,0.0,4394.883333333333,3785069.8941666665,0.3595728723358372,-0.2652944665314595,0.0,0.5,0.02225192535871186,0.5873139861316699,0.044396853268632325,0.33515825225838625,199
LLBS,Unknown,0.0,1223.6583333333333,1209555.2541666667,0.35998941179828736,-0.17556095051347087,0.0,0.5,0.006518594755365556,0.5865249513450901,0.056408483815517795,0.33421665355044916,200
AHL,Unknown,0.0,8058.1,4771698.583333333,0.36067007041816057,-0.370598902433953,0.0,0.5,0.028313851957865753,0.5852356057313367,0.030300916375271682,0.33303185509946165,201
SMATA,Unknown,0.0,16124.641666666666,14223316.809166666,0.40332371515016174,-0.08743427179720675,0.0,0.5,0.08600123776368604,0.5044384364307484,0.06820502487439746,0.3319508616353038,202
HPPL,Unknown,0.0,96585.06666666667,46634104.806666665,0.47832280619126005,-0.2501044522068582,0.0,0.5,0.28456897985871915,0.36237052419694293,0.0464301720124608,0.3317924614234717,203
UHEWA,Unknown,0.0,17856.925,10372164.442499999,0.38314524035940084,-0.36343096115721507,0.0,0.5,0.06256729629790955,0.5426617501508435,0.03126040917371153,0.3294309786320351,204
NICL,Unknown,0.0,13304.116666666667,6962527.494166668,0.3699468750919232,-0.5502074439531465,0.0,0.5,0.041733431704850395,0.5676629091305199,0.006258712976476905,0.3265141562188954,205
PHCL,Unknown,0.0,101197.025,29602031.4635,0.4269450748499765,-0.5826040978045545,0.0,0.5,0.18088689304688496,0.4596933973897087,0.001922132239570998,0.32648515440471837,206
NYADI,Unknown,0.0,14046.5,5717225.3375,0.38164566539742817,-0.3638164671311144,0.0,0.5,0.03415846189566637,0.5455023376983485,0.031208805764666822,0.32444903795665375,207
SMH,Unknown,0.0,7465.758333333333,5487225.733333333,0.38189431934431517,-0.4213389598743841,0.0,0.5,0.03266393057910117,0.5450313220285243,0.0235089076482312,0.3224923981525975,208
MKHC,Unknown,0.0,20444.166666666668,7428696.5320833335,0.38549764639545325,-0.4546401484930236,0.0,0.5,0.0446744937102902,0.5382056772887733,0.019051246874311922,0.3222965674391138,209
SSHL,Unknown,0.0,189519.40833333333,34961580.01916667,0.47199859668394833,-0.24264648196378114,0.0,0.5,0.21478889519743963,0.3743502326008836,0.04742848777188728,0.3210310347440863,210
ULBSL,Unknown,0.0,1504.3416666666667,5422818.382500001,0.3953180419828836,-0.26068905731784964,0.0,0.5,0.0321868754944611,0.5196032771923271,0.04501332832105325,0.3203408600611846,211
BHDC,Unknown,0.0,58949.85833333333,31112015.89,0.46061774342505113,-0.28900613396789954,0.0,0.5,0.1894842147575397,0.3959085480349308,0.041222835337137956,0.32011854702766823,212
PMHPL,Unknown,0.0,65409.2,23905729.735833336,0.4840982070202324,0.28419423066523364,0.0,0.5,0.1456802996098843,0.3514304031008637,0.11795081073412342,0.3155838228440175,213
SGHC,Unknown,0.0,40630.816666666666,16474531.067499999,0.436901556194853,-0.28643222484958464,0.0,0.5,0.10006238909217206,0.44083321524315033,0.041567376003350795,0.3135342568298921,214
MLBBL,Unknown,0.0,4268.741666666667,6171072.264166667,0.4244372432273435,-0.21365416501206758,0.0,0.5,0.03678401233870665,0.46444388700119155,0.051309367685835786,0.3087296477552064,215
SLBSL,Unknown,0.0,4763.525,6718682.895833333,0.4127446581997699,-0.49669539957887143,0.0,0.5,0.04012671077974955,0.4865927040124983,0.013421776849996351,0.3073578735290738,216
BHPL,Unknown,0.0,32372.816666666666,18068756.801666666,0.4472263239659114,-0.48204280609387784,0.0,0.5,0.10965594065684603,0.4212754021927314,0.015383157026609084,0.30532667008487385,217
SIKLES,Unknown,0.0,31800.341666666667,20856868.910833336,0.4557202591770058,-0.5750862178710161,0.0,0.5,0.12663105890783358,0.4051856652994118,0.002928467444795812,0.3022083215953788,218
SMHL,Unknown,0.0,52467.825,29946873.366833333,0.483536563902326,-0.5816011527797804,0.0,0.5,0.18229484107518437,0.35249430219715694,0.00205638536628463,0.2999938208375831,219
BARUN,Unknown,0.0,134495.64166666666,47015017.794250004,0.5469818903015583,-0.3860929318197641,0.0,0.5,0.2874280640491451,0.23231224482272828,0.028226902507057252,0.29620905451692253,220
TSHL,Unknown,0.0,10070.008333333333,7780840.3725000005,0.4586123964926942,-0.16253756034249078,0.0,0.5,0.04667206247116741,0.3997072000989713,0.058151780614123044,0.2958915686418009,221
BNHC,Unknown,0.0,26478.016666666666,13057179.136666667,0.4902293453425436,-0.4098578335430382,0.0,0.5,0.0790450849267566,0.3398164220648786,0.025045758692010648,0.2807722742399731,222
CITY,Unknown,0.0,12213.65,7026519.009166666,0.48011497177711665,-0.5026799199875315,0.0,0.5,0.042107724988919806,0.35897569341132185,0.012620695477739521,0.2756896074461623,223
TPC,Unknown,0.0,90408.46666666666,33814937.8925,0.5573822278544754,-0.37099488614149856,0.0,0.5,0.20639567326352798,0.21261128282226738,0.030247910428233233,0.2754815374439191,224
SAPDBL,Unknown,0.0,50402.225,42927537.86416666,0.5920315564389033,-0.3811592056932812,0.0,0.5,0.26133473264266593,0.1469763837326865,0.028887325703212285,0.2697885076023473,225
USLB,Unknown,0.0,13796.625,26408374.36333333,0.5579828976909883,-0.2625748569991231,0.0,0.5,0.1601911111452575,0.21147345690423813,0.04476089723329391,0.26885876590176977,226
JOSHI,Unknown,0.0,62730.791666666664,19599308.235833332,0.5403892763290509,-0.28989940662272184,0.0,0.5,0.1194104833592451,0.24480038154860284,0.041103262834203715,0.2683028446258405,227
GLBSL,Unknown,0.0,1984.5583333333334,4184901.1199999996,0.49544749892353873,-0.4018169481972812,0.0,0.5,0.02465316317454221,0.3299318731366644,0.02612210283106942,0.26763802148528837,228
SINDU,Unknown,0.0,27379.716666666667,21029488.124166667,0.5425067282581866,-0.37752447619605534,0.0,0.5,0.12761970543704046,0.24078937327301042,0.029373866627896345,0.26659605773123995,229
KKHC,Unknown,0.0,94545.51666666666,24999223.91,0.5618533832978446,-0.24215651841029773,0.0,0.5,0.15275522760228172,0.20414174392126672,0.047494073758562565,0.2660852962524855,230
CHL,Unknown,0.0,55507.183333333334,15144732.675,0.5459162309698563,-0.5016359383026572,0.0,0.5,0.09217361362830243,0.23433088257294332,0.01276044172699951,0.2545695317142962,231
BEDC,Unknown,0.0,20019.4,11920213.971666668,0.5494114323772662,-0.40235522204549845,0.0,0.5,0.07202768108733552,0.22771005610832284,0.026050050081051913,0.2515430602607582,232
RFPL,Unknown,0.0,92626.39166666666,37176941.232499994,0.6104659911486426,-0.5603559648699546,0.0,0.5,0.22690620095841854,0.1120567384934138,0.00490024303949592,0.24937547342293634,233
NABBC,Unknown,0.0,42584.0,50629393.65583334,0.6696218793424884,-0.2472050040542565,0.0,0.5,0.30813800213990244,0.0,0.046818288978611095,0.24599125822370269,234
GRDBL,Unknown,0.0,19351.158333333333,21844262.090833332,0.6211545125083385,-0.234998496962201,0.0,0.5,0.13246863580738868,0.09180988092008247,0.04845223869956392,0.23413664513141114,235
RHGCL,Unknown,0.0,71634.025,19823680.725,0.6014566991023355,-0.5969634875172991,0.0,0.5,0.12090374787962833,0.12912269614644867,0.0,0.23146142361253783,236
CORBL,Unknown,0.0,7246.125,12784463.32333333,0.6497594567330108,-0.22014247878628201,0.0,0.5,0.07711054443408825,0.03762462815032919,0.050440849083349414,0.20991643574106983,237
